County,State,County FIPS Code,Opioid Dispensing Rate per 100,Year
PULASKI,IL,17153,54.9,2018
PUTNAM,IL,17155,24.3,2018
RANDOLPH,IL,17157,51.5,2018
RICHLAND,IL,17159,76.1,2018
ROCK ISLAND,IL,17161,66.3,2018
SAINT CLAIR,IL,17163,59.8,2018
SALINE,IL,17165,177.0,2018
SANGAMON,IL,17167,73.9,2018
SCHUYLER,IL,17169,31.4,2018
SHELBY,IL,17173,29.1,2018
STEPHENSON,IL,17177,68.4,2018
TAZEWELL,IL,17179,72.8,2018
UNION,IL,17181,119.6,2018
VERMILION,IL,17183,71.9,2018
WABASH,IL,17185,68.5,2018
WARREN,IL,17187,60.7,2018
WASHINGTON,IL,17189,28.4,2018
WAYNE,IL,17191,64.3,2018
WHITE,IL,17193,75.6,2018
WHITESIDE,IL,17195,47.4,2018
WILL,IL,17197,44.8,2018
WILLIAMSON,IL,17199,121.5,2018
WINNEBAGO,IL,17201,77.4,2018
WOODFORD,IL,17203,24.1,2018
ADAMS,IN,18001,50.8,2018
ALLEN,IN,18003,58.2,2018
BARTHOLOMEW,IN,18005,72.0,2018
BENTON,IN,18007,16.8,2018
BLACKFORD,IN,18009,69.2,2018
BOONE,IN,18011,51.7,2018
BROWN,IN,18013,29.6,2018
CARROLL,IN,18015,19.2,2018
CASS,IN,18017,56.5,2018
CLARK,IN,18019,84.5,2018
CLAY,IN,18021,71.9,2018
CLINTON,IN,18023,51.0,2018
CRAWFORD,IN,18025,40.1,2018
DAVIESS,IN,18027,65.1,2018
DE KALB,IN,18033,50.1,2018
DEARBORN,IN,18029,77.9,2018
DECATUR,IN,18031,52.0,2018
DELAWARE,IN,18035,81.0,2018
DUBOIS,IN,18037,84.3,2018
ELKHART,IN,18039,51.3,2018
FAYETTE,IN,18041,96.7,2018
FLOYD,IN,18043,104.6,2018
FOUNTAIN,IN,18045,83.6,2018
FRANKLIN,IN,18047,38.1,2018
FULTON,IN,18049,82.3,2018
GIBSON,IN,18051,79.2,2018
GRANT,IN,18053,82.3,2018
GREENE,IN,18055,64.9,2018
HAMILTON,IN,18057,42.1,2018
HANCOCK,IN,18059,61.9,2018
HARRISON,IN,18061,80.2,2018
HENDRICKS,IN,18063,58.7,2018
HENRY,IN,18065,82.7,2018
HOWARD,IN,18067,102.5,2018
HUNTINGTON,IN,18069,63.4,2018
JACKSON,IN,18071,59.8,2018
JASPER,IN,18073,102.5,2018
JAY,IN,18075,72.8,2018
JEFFERSON,IN,18077,89.6,2018
JENNINGS,IN,18079,75.8,2018
JOHNSON,IN,18081,68.3,2018
KNOX,IN,18083,99.4,2018
KOSCIUSKO,IN,18085,54.7,2018
LA PORTE,IN,18091,78.7,2018
LAGRANGE,IN,18087,16.9,2018
LAKE,IN,18089,66.8,2018
LAWRENCE,IN,18093,104.9,2018
MADISON,IN,18095,87.1,2018
MARION,IN,18097,56.7,2018
MARSHALL,IN,18099,68.7,2018
MARTIN,IN,18101,80.0,2018
MIAMI,IN,18103,52.3,2018
MONROE,IN,18105,55.4,2018
MONTGOMERY,IN,18107,77.3,2018
MORGAN,IN,18109,90.4,2018
NEWTON,IN,18111,17.8,2018
NOBLE,IN,18113,60.7,2018
OHIO,IN,18115,0.1,2018
ORANGE,IN,18117,75.5,2018
OWEN,IN,18119,62.7,2018
PARKE,IN,18121,35.4,2018
PERRY,IN,18123,78.5,2018
PIKE,IN,18125,70.7,2018
PORTER,IN,18127,77.0,2018
POSEY,IN,18129,52.6,2018
PULASKI,IN,18131,46.6,2018
PUTNAM,IN,18133,48.6,2018
RANDOLPH,IN,18135,60.6,2018
RIPLEY,IN,18137,90.7,2018
RUSH,IN,18139,56.0,2018
SAINT JOSEPH,IN,18141,60.2,2018
SCOTT,IN,18143,114.3,2018
SHELBY,IN,18145,60.0,2018
SPENCER,IN,18147,26.6,2018
STARKE,IN,18149,91.1,2018
STEUBEN,IN,18151,65.4,2018
SULLIVAN,IN,18153,65.7,2018
SWITZERLAND,IN,18155,36.1,2018
TIPPECANOE,IN,18157,51.9,2018
TIPTON,IN,18159,40.2,2018
UNION,IN,18161,43.5,2018
VANDERBURGH,IN,18163,111.0,2018
VERMILLION,IN,18165,69.1,2018
VIGO,IN,18167,77.6,2018
WABASH,IN,18169,73.2,2018
WARRICK,IN,18173,67.8,2018
WASHINGTON,IN,18175,69.0,2018
WAYNE,IN,18177,81.8,2018
WELLS,IN,18179,60.8,2018
WHITE,IN,18181,65.2,2018
WHITLEY,IN,18183,69.8,2018
ALLEN,KS,20001,130.8,2018
ATCHISON,KS,20005,84.5,2018
BARBER,KS,20007,0.0,2018
BARTON,KS,20009,97.0,2018
BOURBON,KS,20011,88.9,2018
BROWN,KS,20013,36.6,2018
BUTLER,KS,20015,90.5,2018
CHEROKEE,KS,20021,31.2,2018
CHEYENNE,KS,20023,105.8,2018
CLARK,KS,20025,0.0,2018
CLAY,KS,20027,76.7,2018
CLOUD,KS,20029,33.6,2018
COFFEY,KS,20031,85.8,2018
COWLEY,KS,20035,86.2,2018
CRAWFORD,KS,20037,79.3,2018
DECATUR,KS,20039,63.0,2018
DICKINSON,KS,20041,0.0,2018
DOUGLAS,KS,20045,52.3,2018
EDWARDS,KS,20047,71.1,2018
ELK,KS,20049,0.0,2018
ELLIS,KS,20051,91.8,2018
ELLSWORTH,KS,20053,73.0,2018
FINNEY,KS,20055,61.6,2018
FORD,KS,20057,68.5,2018
FRANKLIN,KS,20059,87.7,2018
GEARY,KS,20061,57.8,2018
GOVE,KS,20063,0.2,2018
GRAHAM,KS,20065,0.1,2018
GRANT,KS,20067,53.0,2018
GRAY,KS,20069,15.4,2018
GREELEY,KS,20071,102.3,2018
HAMILTON,KS,20075,38.8,2018
HARPER,KS,20077,65.8,2018
HARVEY,KS,20079,76.8,2018
HASKELL,KS,20081,0.1,2018
JACKSON,KS,20085,39.0,2018
JEFFERSON,KS,20087,2.1,2018
JOHNSON,KS,20091,54.1,2018
KEARNY,KS,20093,34.8,2018
KIOWA,KS,20097,68.4,2018
LABETTE,KS,20099,92.4,2018
LANE,KS,20101,73.0,2018
LEAVENWORTH,KS,20103,34.9,2018
LINN,KS,20107,0.1,2018
LOGAN,KS,20109,68.1,2018
LYON,KS,20111,61.1,2018
MARION,KS,20115,26.6,2018
MARSHALL,KS,20117,24.6,2018
MCPHERSON,KS,20113,73.0,2018
MEADE,KS,20119,0.1,2018
MIAMI,KS,20121,34.5,2018
MITCHELL,KS,20123,87.2,2018
MONTGOMERY,KS,20125,103.1,2018
MORRIS,KS,20127,0.1,2018
MORTON,KS,20129,105.3,2018
NEMAHA,KS,20131,23.4,2018
NEOSHO,KS,20133,87.5,2018
NESS,KS,20135,107.7,2018
NORTON,KS,20137,81.8,2018
OSAGE,KS,20139,0.0,2018
OSBORNE,KS,20141,147.1,2018
OTTAWA,KS,20143,0.0,2018
PAWNEE,KS,20145,35.3,2018
POTTAWATOMIE,KS,20149,0.0,2018
PRATT,KS,20151,137.6,2018
RENO,KS,20155,84.4,2018
REPUBLIC,KS,20157,0.1,2018
RICE,KS,20159,32.2,2018
RILEY,KS,20161,59.1,2018
ROOKS,KS,20163,0.1,2018
RUSH,KS,20165,50.7,2018
RUSSELL,KS,20167,0.0,2018
SALINE,KS,20169,118.3,2018
SCOTT,KS,20171,87.9,2018
SEDGWICK,KS,20173,84.8,2018
SEWARD,KS,20175,91.8,2018
SHAWNEE,KS,20177,78.8,2018
SHERMAN,KS,20181,65.8,2018
SMITH,KS,20183,109.1,2018
STANTON,KS,20187,90.6,2018
STEVENS,KS,20189,20.2,2018
SUMNER,KS,20191,53.5,2018
THOMAS,KS,20193,84.3,2018
TREGO,KS,20195,122.5,2018
WALLACE,KS,20199,37.6,2018
WASHINGTON,KS,20201,83.2,2018
WILSON,KS,20205,80.1,2018
WYANDOTTE,KS,20209,57.2,2018
ADAIR,KY,21001,92.1,2018
ALLEN,KY,21003,72.2,2018
ANDERSON,KY,21005,67.8,2018
BALLARD,KY,21007,85.6,2018
BARREN,KY,21009,104.3,2018
BATH,KY,21011,39.0,2018
BELL,KY,21013,197.9,2018
BOONE,KY,21015,73.2,2018
BOURBON,KY,21017,78.8,2018
BOYD,KY,21019,71.9,2018
BOYLE,KY,21021,92.5,2018
BRACKEN,KY,21023,15.0,2018
BREATHITT,KY,21025,151.6,2018
BRECKINRIDGE,KY,21027,42.4,2018
BULLITT,KY,21029,59.0,2018
BUTLER,KY,21031,70.4,2018
CALDWELL,KY,21033,116.8,2018
CALLOWAY,KY,21035,77.8,2018
CAMPBELL,KY,21037,70.3,2018
CARLISLE,KY,21039,90.2,2018
CARROLL,KY,21041,122.4,2018
CARTER,KY,21043,58.0,2018
CASEY,KY,21045,72.1,2018
CHRISTIAN,KY,21047,47.1,2018
CLARK,KY,21049,83.1,2018
CLAY,KY,21051,167.3,2018
CLINTON,KY,21053,115.4,2018
CRITTENDEN,KY,21055,88.9,2018
CUMBERLAND,KY,21057,127.2,2018
DAVIESS,KY,21059,82.5,2018
EDMONSON,KY,21061,62.6,2018
ELLIOTT,KY,21063,31.0,2018
ESTILL,KY,21065,124.4,2018
FAYETTE,KY,21067,47.6,2018
FLEMING,KY,21069,55.1,2018
FLOYD,KY,21071,205.3,2018
FRANKLIN,KY,21073,74.1,2018
FULTON,KY,21075,156.0,2018
GALLATIN,KY,21077,30.7,2018
GARRARD,KY,21079,34.6,2018
GRANT,KY,21081,87.0,2018
GRAVES,KY,21083,86.1,2018
GRAYSON,KY,21085,115.8,2018
GREEN,KY,21087,61.4,2018
GREENUP,KY,21089,61.6,2018
HANCOCK,KY,21091,24.4,2018
HARDIN,KY,21093,77.8,2018
HARLAN,KY,21095,110.4,2018
HARRISON,KY,21097,74.0,2018
HART,KY,21099,55.3,2018
HENDERSON,KY,21101,112.8,2018
HENRY,KY,21103,50.5,2018
HICKMAN,KY,21105,58.7,2018
HOPKINS,KY,21107,121.2,2018
JACKSON,KY,21109,45.5,2018
JEFFERSON,KY,21111,69.8,2018
JESSAMINE,KY,21113,68.6,2018
JOHNSON,KY,21115,148.3,2018
KENTON,KY,21117,59.3,2018
KNOTT,KY,21119,66.4,2018
KNOX,KY,21121,78.6,2018
LARUE,KY,21123,64.7,2018
LAUREL,KY,21125,83.0,2018
LAWRENCE,KY,21127,86.4,2018
LEE,KY,21129,125.6,2018
LESLIE,KY,21131,161.8,2018
LETCHER,KY,21133,116.8,2018
LEWIS,KY,21135,17.8,2018
LINCOLN,KY,21137,53.1,2018
LIVINGSTON,KY,21139,0.0,2018
LOGAN,KY,21141,97.3,2018
LYON,KY,21143,101.6,2018
MADISON,KY,21151,67.7,2018
MAGOFFIN,KY,21153,131.2,2018
MARION,KY,21155,81.5,2018
MARSHALL,KY,21157,99.4,2018
MARTIN,KY,21159,123.2,2018
MASON,KY,21161,86.8,2018
MCCRACKEN,KY,21145,149.9,2018
MCCREARY,KY,21147,97.3,2018
MCLEAN,KY,21149,68.6,2018
MEADE,KY,21163,48.6,2018
MENIFEE,KY,21165,34.3,2018
MERCER,KY,21167,73.4,2018
METCALFE,KY,21169,60.8,2018
MONROE,KY,21171,92.2,2018
MONTGOMERY,KY,21173,118.2,2018
MORGAN,KY,21175,79.2,2018
MUHLENBERG,KY,21177,104.9,2018
NELSON,KY,21179,79.0,2018
NICHOLAS,KY,21181,26.1,2018
OHIO,KY,21183,92.1,2018
OLDHAM,KY,21185,46.6,2018
OWEN,KY,21187,39.3,2018
OWSLEY,KY,21189,241.8,2018
PENDLETON,KY,21191,45.2,2018
PERRY,KY,21193,203.6,2018
PIKE,KY,21195,180.7,2018
POWELL,KY,21197,133.0,2018
PULASKI,KY,21199,79.8,2018
ROCKCASTLE,KY,21203,60.2,2018
ROWAN,KY,21205,81.7,2018
RUSSELL,KY,21207,101.9,2018
SCOTT,KY,21209,63.1,2018
SHELBY,KY,21211,58.4,2018
SIMPSON,KY,21213,81.9,2018
SPENCER,KY,21215,35.4,2018
TAYLOR,KY,21217,85.2,2018
TODD,KY,21219,0.0,2018
TRIGG,KY,21221,65.9,2018
TRIMBLE,KY,21223,50.2,2018
UNION,KY,21225,101.5,2018
WARREN,KY,21227,73.9,2018
WASHINGTON,KY,21229,38.3,2018
WAYNE,KY,21231,110.5,2018
WEBSTER,KY,21233,93.8,2018
WHITLEY,KY,21235,199.6,2018
WOLFE,KY,21237,120.9,2018
WOODFORD,KY,21239,56.5,2018
ACADIA,LA,22001,68.4,2018
ALLEN,LA,22003,86.0,2018
ASCENSION,LA,22005,75.4,2018
ASSUMPTION,LA,22007,28.2,2018
AVOYELLES,LA,22009,101.7,2018
BEAUREGARD,LA,22011,62.8,2018
BIENVILLE,LA,22013,55.9,2018
BOSSIER,LA,22015,79.4,2018
CADDO,LA,22017,90.0,2018
CALCASIEU,LA,22019,90.0,2018
CALDWELL,LA,22021,38.0,2018
CATAHOULA,LA,22025,87.3,2018
CLAIBORNE,LA,22027,93.5,2018
CONCORDIA,LA,22029,84.9,2018
DE SOTO,LA,22031,64.1,2018
EAST BATON ROUGE,LA,22033,72.6,2018
EAST CARROLL,LA,22035,81.6,2018
EAST FELICIANA,LA,22037,44.1,2018
EVANGELINE,LA,22039,144.0,2018
FRANKLIN,LA,22041,92.0,2018
GRANT,LA,22043,41.8,2018
IBERIA,LA,22045,81.2,2018
IBERVILLE,LA,22047,59.8,2018
JACKSON,LA,22049,55.9,2018
JEFFERSON,LA,22051,82.4,2018
JEFFERSON DAVIS,LA,22053,84.5,2018
LA SALLE,LA,22059,94.1,2018
LAFAYETTE,LA,22055,80.0,2018
LAFOURCHE,LA,22057,78.5,2018
LINCOLN,LA,22061,76.3,2018
LIVINGSTON,LA,22063,82.3,2018
MOREHOUSE,LA,22067,91.2,2018
NATCHITOCHES,LA,22069,69.4,2018
ORLEANS,LA,22071,50.9,2018
OUACHITA,LA,22073,92.3,2018
PLAQUEMINES,LA,22075,37.4,2018
POINTE COUPEE,LA,22077,72.0,2018
RAPIDES,LA,22079,117.1,2018
RED RIVER,LA,22081,93.7,2018
RICHLAND,LA,22083,125.6,2018
SABINE,LA,22085,60.0,2018
SAINT BERNARD,LA,22087,85.1,2018
SAINT CHARLES,LA,22089,58.4,2018
SAINT HELENA,LA,22091,70.7,2018
SAINT JAMES,LA,22093,74.9,2018
SAINT LANDRY,LA,22097,121.0,2018
SAINT MARTIN,LA,22099,65.7,2018
SAINT MARY,LA,22101,89.3,2018
SAINT TAMMANY,LA,22103,81.8,2018
ST JOHN THE BAPTIST,LA,22095,87.7,2018
TANGIPAHOA,LA,22105,99.7,2018
TENSAS,LA,22107,72.2,2018
TERREBONNE,LA,22109,81.5,2018
UNION,LA,22111,69.4,2018
VERMILION,LA,22113,55.9,2018
VERNON,LA,22115,66.6,2018
WASHINGTON,LA,22117,112.3,2018
WEBSTER,LA,22119,99.7,2018
WEST BATON ROUGE,LA,22121,76.5,2018
WEST CARROLL,LA,22123,36.3,2018
WEST FELICIANA,LA,22125,40.5,2018
WINN,LA,22127,87.6,2018
BARNSTABLE,MA,25001,44.5,2018
BERKSHIRE,MA,25003,46.6,2018
BRISTOL,MA,25005,55.5,2018
DUKES,MA,25007,40.5,2018
ESSEX,MA,25009,35.0,2018
FRANKLIN,MA,25011,41.5,2018
HAMPDEN,MA,25013,50.2,2018
HAMPSHIRE,MA,25015,44.2,2018
MIDDLESEX,MA,25017,25.4,2018
NANTUCKET,MA,25019,27.2,2018
NORFOLK,MA,25021,31.7,2018
PLYMOUTH,MA,25023,40.2,2018
SUFFOLK,MA,25025,22.8,2018
WORCESTER,MA,25027,38.7,2018
ALLEGANY,MD,24001,89.2,2018
ANNE ARUNDEL,MD,24003,53.7,2018
BALTIMORE,MD,24005,53.2,2018
BALTIMORE CITY,MD,24510,41.9,2018
CALVERT,MD,24009,68.5,2018
CAROLINE,MD,24011,34.6,2018
CARROLL,MD,24013,55.5,2018
CECIL,MD,24015,56.4,2018
CHARLES,MD,24017,61.8,2018
DORCHESTER,MD,24019,61.3,2018
FREDERICK,MD,24021,56.3,2018
GARRETT,MD,24023,63.4,2018
HARFORD,MD,24025,56.3,2018
HOWARD,MD,24027,28.4,2018
KENT,MD,24029,84.6,2018
MONTGOMERY,MD,24031,26.5,2018
PRINCE GEORGE’S,MD,24033,30.0,2018
QUEEN ANNE’S,MD,24035,49.8,2018
SAINT MARYS,MD,24037,50.5,2018
SOMERSET,MD,24039,42.6,2018
TALBOT,MD,24041,83.2,2018
WASHINGTON,MD,24043,90.3,2018
WICOMICO,MD,24045,59.2,2018
WORCESTER,MD,24047,59.7,2018
ANDROSCOGGIN,ME,23001,50.7,2018
AROOSTOOK,ME,23003,52.1,2018
CUMBERLAND,ME,23005,39.5,2018
FRANKLIN,ME,23007,42.2,2018
HANCOCK,ME,23009,45.5,2018
KENNEBEC,ME,23011,70.1,2018
KNOX,ME,23013,49.1,2018
LINCOLN,ME,23015,34.0,2018
OXFORD,ME,23017,53.9,2018
PENOBSCOT,ME,23019,51.4,2018
PISCATAQUIS,ME,23021,51.0,2018
SAGADAHOC,ME,23023,45.3,2018
SOMERSET,ME,23025,48.8,2018
WALDO,ME,23027,33.9,2018
WASHINGTON,ME,23029,48.3,2018
YORK,ME,23031,46.9,2018
ALCONA,MI,26001,18.2,2018
ALGER,MI,26003,35.0,2018
ALLEGAN,MI,26005,39.0,2018
ALPENA,MI,26007,101.6,2018
ANTRIM,MI,26009,40.0,2018
ARENAC,MI,26011,78.4,2018
BARAGA,MI,26013,59.9,2018
BARRY,MI,26015,49.0,2018
BAY,MI,26017,74.2,2018
BENZIE,MI,26019,52.9,2018
BERRIEN,MI,26021,69.5,2018
BRANCH,MI,26023,56.0,2018
CALHOUN,MI,26025,81.2,2018
CASS,MI,26027,27.6,2018
CHARLEVOIX,MI,26029,64.4,2018
CHEBOYGAN,MI,26031,91.9,2018
CHIPPEWA,MI,26033,46.7,2018
CLARE,MI,26035,94.5,2018
CLINTON,MI,26037,35.2,2018
CRAWFORD,MI,26039,94.4,2018
DELTA,MI,26041,80.2,2018
DICKINSON,MI,26043,65.9,2018
EATON,MI,26045,69.7,2018
EMMET,MI,26047,96.1,2018
GENESEE,MI,26049,85.2,2018
GLADWIN,MI,26051,77.9,2018
GOGEBIC,MI,26053,74.1,2018
GRAND TRAVERSE,MI,26055,83.8,2018
GRATIOT,MI,26057,59.5,2018
HILLSDALE,MI,26059,48.8,2018
HOUGHTON,MI,26061,34.2,2018
HURON,MI,26063,55.6,2018
INGHAM,MI,26065,54.8,2018
IONIA,MI,26067,51.4,2018
IOSCO,MI,26069,118.1,2018
IRON,MI,26071,74.5,2018
ISABELLA,MI,26073,48.0,2018
JACKSON,MI,26075,61.9,2018
KALAMAZOO,MI,26077,54.5,2018
KALKASKA,MI,26079,70.2,2018
KENT,MI,26081,55.3,2018
LAKE,MI,26085,25.6,2018
LAPEER,MI,26087,57.3,2018
LEELANAU,MI,26089,14.5,2018
LENAWEE,MI,26091,67.2,2018
LIVINGSTON,MI,26093,44.9,2018
LUCE,MI,26095,93.7,2018
MACKINAC,MI,26097,49.0,2018
MACOMB,MI,26099,73.1,2018
MANISTEE,MI,26101,75.4,2018
MARQUETTE,MI,26103,66.0,2018
MASON,MI,26105,98.9,2018
MECOSTA,MI,26107,69.9,2018
MENOMINEE,MI,26109,30.1,2018
MIDLAND,MI,26111,62.8,2018
MISSAUKEE,MI,26113,24.2,2018
MONROE,MI,26115,66.6,2018
MONTCALM,MI,26117,89.8,2018
MONTMORENCY,MI,26119,49.3,2018
MUSKEGON,MI,26121,95.7,2018
NEWAYGO,MI,26123,88.5,2018
OAKLAND,MI,26125,54.7,2018
OCEANA,MI,26127,48.7,2018
OGEMAW,MI,26129,114.5,2018
ONTONAGON,MI,26131,24.0,2018
OSCEOLA,MI,26133,51.9,2018
OSCODA,MI,26135,71.8,2018
OTSEGO,MI,26137,125.8,2018
OTTAWA,MI,26139,44.4,2018
PRESQUE ISLE,MI,26141,41.9,2018
ROSCOMMON,MI,26143,117.1,2018
SAGINAW,MI,26145,67.1,2018
SAINT CLAIR,MI,26147,79.5,2018
SAINT JOSEPH,MI,26149,76.1,2018
SANILAC,MI,26151,27.7,2018
SCHOOLCRAFT,MI,26153,86.0,2018
SHIAWASSEE,MI,26155,70.8,2018
TUSCOLA,MI,26157,57.9,2018
VAN BUREN,MI,26159,78.2,2018
WASHTENAW,MI,26161,30.7,2018
WAYNE,MI,26163,64.9,2018
WEXFORD,MI,26165,99.0,2018
AITKIN,MN,27001,56.5,2018
ANOKA,MN,27003,38.5,2018
BECKER,MN,27005,35.7,2018
BELTRAMI,MN,27007,41.4,2018
BENTON,MN,27009,30.1,2018
BIG STONE,MN,27011,70.9,2018
BLUE EARTH,MN,27013,51.2,2018
BROWN,MN,27015,41.0,2018
CARLTON,MN,27017,51.0,2018
CARVER,MN,27019,32.2,2018
CASS,MN,27021,22.0,2018
CHIPPEWA,MN,27023,52.1,2018
CHISAGO,MN,27025,25.7,2018
CLAY,MN,27027,34.4,2018
CLEARWATER,MN,27029,47.6,2018
COOK,MN,27031,33.6,2018
COTTONWOOD,MN,27033,66.9,2018
CROW WING,MN,27035,46.9,2018
DAKOTA,MN,27037,36.9,2018
DODGE,MN,27039,10.0,2018
DOUGLAS,MN,27041,60.2,2018
FARIBAULT,MN,27043,39.1,2018
FILLMORE,MN,27045,24.0,2018
FREEBORN,MN,27047,29.0,2018
GOODHUE,MN,27049,33.7,2018
GRANT,MN,27051,28.7,2018
HENNEPIN,MN,27053,28.6,2018
HOUSTON,MN,27055,20.0,2018
HUBBARD,MN,27057,40.6,2018
ISANTI,MN,27059,45.8,2018
ITASCA,MN,27061,51.0,2018
JACKSON,MN,27063,24.6,2018
KANABEC,MN,27065,61.1,2018
KANDIYOHI,MN,27067,50.2,2018
KITTSON,MN,27069,32.2,2018
KOOCHICHING,MN,27071,49.2,2018
LAC QUI PARLE,MN,27073,52.3,2018
LAKE,MN,27075,24.5,2018
LAKE OF THE WOODS,MN,27077,18.1,2018
LE SUEUR,MN,27079,10.1,2018
LINCOLN,MN,27081,35.5,2018
LYON,MN,27083,39.0,2018
MAHNOMEN,MN,27087,27.6,2018
MARSHALL,MN,27089,17.9,2018
MARTIN,MN,27091,61.9,2018
MCLEOD,MN,27085,55.1,2018
MEEKER,MN,27093,16.2,2018
MILLE LACS,MN,27095,50.1,2018
MORRISON,MN,27097,52.7,2018
MOWER,MN,27099,26.9,2018
MURRAY,MN,27101,29.4,2018
NICOLLET,MN,27103,16.9,2018
NOBLES,MN,27105,33.9,2018
NORMAN,MN,27107,12.2,2018
OLMSTED,MN,27109,25.9,2018
OTTER TAIL,MN,27111,40.6,2018
PENNINGTON,MN,27113,55.8,2018
PINE,MN,27115,48.5,2018
PIPESTONE,MN,27117,69.0,2018
POLK,MN,27119,49.5,2018
POPE,MN,27121,53.4,2018
RAMSEY,MN,27123,31.2,2018
RED LAKE,MN,27125,25.2,2018
REDWOOD,MN,27127,35.7,2018
RENVILLE,MN,27129,22.8,2018
RICE,MN,27131,37.8,2018
ROCK,MN,27133,50.8,2018
ROSEAU,MN,27135,55.0,2018
SAINT LOUIS,MN,27137,47.8,2018
SCOTT,MN,27139,28.6,2018
SHERBURNE,MN,27141,31.8,2018
SIBLEY,MN,27143,18.8,2018
STEARNS,MN,27145,44.2,2018
STEELE,MN,27147,35.4,2018
STEVENS,MN,27149,43.3,2018
SWIFT,MN,27151,39.7,2018
TODD,MN,27153,21.1,2018
TRAVERSE,MN,27155,42.6,2018
WABASHA,MN,27157,5.9,2018
WADENA,MN,27159,111.2,2018
WASECA,MN,27161,34.0,2018
WASHINGTON,MN,27163,42.6,2018
WATONWAN,MN,27165,41.5,2018
WILKIN,MN,27167,42.6,2018
WINONA,MN,27169,34.4,2018
WRIGHT,MN,27171,41.0,2018
YELLOW MEDICINE,MN,27173,30.6,2018
ADAIR,MO,29001,89.7,2018
ANDREW,MO,29003,0.0,2018
ATCHISON,MO,29005,88.4,2018
AUDRAIN,MO,29007,61.2,2018
BARRY,MO,29009,95.0,2018
BARTON,MO,29011,76.8,2018
BATES,MO,29013,30.3,2018
BENTON,MO,29015,80.6,2018
BOLLINGER,MO,29017,46.8,2018
BOONE,MO,29019,36.7,2018
BUCHANAN,MO,29021,83.3,2018
BUTLER,MO,29023,142.9,2018
CALLAWAY,MO,29027,33.1,2018
CAMDEN,MO,29029,95.0,2018
CAPE GIRARDEAU,MO,29031,87.6,2018
CARROLL,MO,29033,69.8,2018
CASS,MO,29037,84.6,2018
CEDAR,MO,29039,135.6,2018
CHARITON,MO,29041,27.6,2018
CHRISTIAN,MO,29043,55.8,2018
CLARK,MO,29045,57.8,2018
CLAY,MO,29047,68.9,2018
CLINTON,MO,29049,55.0,2018
COLE,MO,29051,69.7,2018
COOPER,MO,29053,28.9,2018
CRAWFORD,MO,29055,73.5,2018
DADE,MO,29057,23.7,2018
DALLAS,MO,29059,23.8,2018
DAVIESS,MO,29061,25.7,2018
DENT,MO,29065,81.3,2018
DOUGLAS,MO,29067,66.0,2018
DUNKLIN,MO,29069,148.6,2018
FRANKLIN,MO,29071,74.6,2018
GASCONADE,MO,29073,70.8,2018
GENTRY,MO,29075,63.7,2018
GREENE,MO,29077,85.0,2018
GRUNDY,MO,29079,92.2,2018
HARRISON,MO,29081,99.0,2018
HENRY,MO,29083,113.2,2018
HICKORY,MO,29085,0.0,2018
HOWARD,MO,29089,0.0,2018
HOWELL,MO,29091,131.7,2018
IRON,MO,29093,121.2,2018
JACKSON,MO,29095,60.3,2018
JASPER,MO,29097,112.3,2018
JEFFERSON,MO,29099,64.7,2018
JOHNSON,MO,29101,43.1,2018
KNOX,MO,29103,0.0,2018
LACLEDE,MO,29105,81.5,2018
LAFAYETTE,MO,29107,39.7,2018
LAWRENCE,MO,29109,42.4,2018
LEWIS,MO,29111,49.0,2018
LINCOLN,MO,29113,56.1,2018
LINN,MO,29115,42.6,2018
LIVINGSTON,MO,29117,85.7,2018
MACON,MO,29121,57.8,2018
MADISON,MO,29123,115.3,2018
MARION,MO,29127,96.9,2018
MCDONALD,MO,29119,28.9,2018
MERCER,MO,29129,41.7,2018
MILLER,MO,29131,53.8,2018
MISSISSIPPI,MO,29133,58.0,2018
MONROE,MO,29137,0.0,2018
MONTGOMERY,MO,29139,39.2,2018
MORGAN,MO,29141,42.0,2018
NEW MADRID,MO,29143,65.3,2018
NEWTON,MO,29145,49.6,2018
NODAWAY,MO,29147,60.4,2018
OREGON,MO,29149,51.0,2018
OSAGE,MO,29151,18.4,2018
OZARK,MO,29153,55.3,2018
PEMISCOT,MO,29155,28.0,2018
PERRY,MO,29157,48.0,2018
PETTIS,MO,29159,68.0,2018
PHELPS,MO,29161,75.6,2018
PIKE,MO,29163,75.7,2018
PLATTE,MO,29165,52.8,2018
POLK,MO,29167,62.9,2018
PULASKI,MO,29169,27.5,2018
PUTNAM,MO,29171,34.6,2018
RANDOLPH,MO,29175,96.4,2018
RAY,MO,29177,55.3,2018
RIPLEY,MO,29181,95.4,2018
SAINT CHARLES,MO,29183,59.7,2018
SAINT CLAIR,MO,29185,34.9,2018
SAINT FRANCOIS,MO,29187,138.0,2018
SAINT LOUIS,MO,29189,55.3,2018
SAINT LOUIS CITY,MO,29510,42.5,2018
SAINTE GENEVIEVE,MO,29186,40.8,2018
SALINE,MO,29195,72.2,2018
SCHUYLER,MO,29197,3.3,2018
SCOTLAND,MO,29199,65.3,2018
SCOTT,MO,29201,97.9,2018
SHANNON,MO,29203,30.1,2018
SHELBY,MO,29205,22.6,2018
STODDARD,MO,29207,74.6,2018
STONE,MO,29209,71.2,2018
SULLIVAN,MO,29211,49.5,2018
TANEY,MO,29213,81.4,2018
TEXAS,MO,29215,37.1,2018
